75	0	a	You will never see a teacher inside of a school. You will find teachers in a school.
76	1	a	She cuts a pizza with a knife. She cuts a pizza with an advertising board.
77	0	a	They built the sun They built a house.
78	1	a	The man put some muffins in the microwave The man put some buildings in the microwave
79	0	a	There was a chicken flying. There was a bird flying.
80	0	a	He played the cow very well He played the harp very well
81	1	a	If your heartbeat stops then you are classed as dead. You are still alive if you do not have a heartbeat.
82	0	a	the trampoline jumped on him He jumped on the trampoline
83	1	a	Georgia Tech is a school. Georgia Tech trains dragons
84	1	a	She was going to school in a bus She was going to school in a lunch box
85	1	a	The moon turns full about once a month The moon gets fixed and that's how it returns to full
86	1	a	The man paid the bill with cash. The man paid the bill with water.
87	1	a	You are cooking the dinner You are cooking the music
88	1	a	She write the story in paper She write the story in water
89	0	a	The storage in every computer is unlimited. A computer can run out of storage.
90	0	a	People only cry when they are angry. People cry when they are sad.
91	1	a	Most people like to have coffee and doughnuts in the morning. Most people like to have hamburgers and pudding in the morning.
92	1	a	Frank hit Will with a stone causing him pain Frank hit Will with a pillow causing him pain
93	0	a	he put the sock on the drum. He put a sock on his foot.
94	0	a	he shaved his teeth he shaved his beard
95	0	a	She put mustard on a star. She put mustard on a corndog.
96	1	a	they put on shoes to walk outside they put on ghillie suits to go outside
97	1	a	He was playing music He was playing fridge
98	1	a	A person can visit relatives. A person is not allowed to visit their relatives.
99	0	a	Tight shoes are comfortable. Tight shoes cause discomfort.
100	0	a	Low blood pressure is a hazardous way to diet and lose weight. A diet is a great way to lower blood pressure, and lose weight.
101	0	a	Plants can make computers Plants can make carbohydrates
102	1	a	My friend like to eat non-veg food My friend like to eat electronic goods.
103	0	a	Europe is in france france is in Europe
104	1	a	He drove his car to London He drove his car to the moon
105	0	a	The babies birthday is the day their parents met. When a baby is born, that day is called its' birthday.
106	0	a	A sheep shops at Walmart A lady shops at Walmart
107	0	a	You can not get drunk from alcohol. Drinking alcohol gets you drunk.
108	1	a	The gun shot a bullet The fire hydrant shot a bullet
109	0	a	A forest is an area covered with snow A forest is an area covered with trees
110	0	a	The building built him He built a building
111	1	a	The grass is growing. The grass is singing.
112	0	a	She cut the meat with a fridge. She cut the meat with a knife.
113	1	a	I ran to the barn. I ran to the sky.
114	0	a	No one uses pens to write with. People write with pens.
115	0	a	The whale swims in a bathtub. The whale swims in the ocean.
116	0	a	A boxer would never punch in a boxing match. A boxer is likely to throw a punch in a boxing match.
117	0	a	There was a person drinking sulfuric acid. There was a person drinking water.
118	0	a	She drank a cup of tires. She drank a cup of tea.
119	1	a	He was changing tv channels with remote He was changing tv channels with screwdriver
120	1	a	The whale swam through the ocean The giraffe swam through the ocean
121	0	a	He moved a city to his belongings He moved his belongings to a new city
122	1	a	He put the ice cream in the freezer he put the ice cream in the closet
123	1	a	The plane was full of people The people were full of planes
124	1	a	She went to the shop to buy bread She went to the shop to buy hands
125	0	a	He took the curb to the trash. He took the trash out to the curb.
126	1	a	Alice lit a candle at night Alice lit a rock at night
127	0	a	She flew on a pizza. She delivered a pizza.
128	1	a	A musician can play an instrument A musician can perform a surgery
129	0	a	She brushed her teeth with a truck. She brushed her teeth with a brush.
130	0	a	The house entered the man The man entered the house
131	0	a	He put a whale on the shelf. He put an orange on the shelf
132	0	a	Jill ate the wizard in her book. Jill wrote a book about wizards.
133	1	a	He travels by a bus to reach the office. He travels by a laptop to reach the office.
134	1	a	He buys a burger to eat. He buys a book to eat.
135	0	a	The table melts at room temperature. The ice melted at room temperature.
136	0	a	He walked to mars He walked to the store
137	1	a	He raised a tambourine with his hands. He lifted a tractor with his hands.
138	0	a	Dwight cut down a mountain Dwight cut down a tree
139	0	a	he swam in the lava he swam in the lake
140	1	a	He put a card in his wallet. He put a horse in his wallet.
141	1	a	The woman wrote down the story with a pencil on paper The woman wrote down the story with a spoon on paper
142	0	a	she ate a brick she ate a banana
143	0	a	Swords use me I use swords
144	1	a	Geralt drives his car every day Geralt flies his car every day
145	1	a	She needed to call her mother but she could not find her phone She needed to call her mother but she could not find her car keys
146	1	a	He served vegetables for dinner He served a globe for dinner
147	1	a	He went to restaurant because he feels hungry He went to  beauty parlour because he feels hungry
148	0	a	The Piano was hit The Piano was played
149	0	a	today will be 30 hours today will be 24 hours
150	1	a	A cup is for holding a liquid you plan to drink. A cup is for holding a gas you plan to drink.
151	1	a	I dress myself I dress a lion
152	0	a	He threw an anvil into the basket. He threw the ball into the basket.
153	1	a	I like to eat boiled eggs I like to eat cooked ice cream
154	0	a	He ate a crane. He ate barbecue.
155	0	a	He danced on the spoon He danced on the floor
156	0	a	A landscape is a painting or a photograph which focuses on the face of a person A portrait is a painting or a photograph which focuses on the face of a person
157	1	a	The child rubbed mud on his face. The child ate mud off of his face.
158	1	a	A man defrosted a chicken using a microwave. A man defrosted a chicken using a lighter.
159	0	a	He was walking on the water. He was walking on the road.
160	0	a	A shark interviews a fish. A shark eats a fish
161	0	a	She lifted a tractor. She lifted a chair.
162	0	a	She makes a call by the stove. She makes a phone call.
163	1	a	The sun shines bright in the day The sun shines bright in the night
164	1	a	The elephant eats The book eats
165	0	a	Aliens write books Women write books
166	1	a	The woman writes in the book. The woman writes in the sky.
167	1	a	the country of Denmark exists the country of liegenpoofa exists
168	0	a	You will never find dust on a desktop. Something you can find on a desktop is dust.
169	1	a	Dogs eat dog food. Dogs eat extension cords.
170	1	a	Children love reading stories Children love doing the laundry
171	1	a	You can take a bath in a tub You can take a bath in a blender
172	1	a	The coin was made of silver The coin was made of cheese
173	0	a	A fork is used for cutting bread A bread knife is used for cutting bread
174	0	a	She makes omelette with horse's egg. She makes omelette with chicken's egg.
175	1	a	She lay on the bed to sleep She lay on the pool water to sleep
176	0	a	The water froze on the stove. The water on the stove is boiling.
177	1	a	A spider spun a web. A horse spun a web
178	1	a	she bought minecraft to play on her xbox she bought minecraft to play netball with
179	1	a	She put a phone in her bag. She put a house in her purse.
180	1	a	She took the laptop in the car She took a battle tank in the car.
181	0	a	He put the shoes in his mouth He put the pills in his mouth.
182	1	a	He put a hat over his head He put a teapot over his head
183	0	a	You will never find a dog that likes to eat meat. Dog's love eating meat.
184	1	a	He opened the door The door opened him
185	0	a	He rode his car across the ocean He rode his car across the highway
186	0	a	I put my bowling alley on the couch I put my dog on the couch
187	0	a	There was an ant wrapped around a tree. There was a snake wrapped around a tree.
188	1	a	He played the piano with his fingers. He played the piano with a ship.
189	0	a	A pocket knife is useless. A pocket knife is very useful.
190	1	a	He ate a ham sandwich He ate a lion sandwich
191	1	a	The cat bites a rubber ball. The cat bites a cloud.
192	0	a	The fish got into the car and drove off The man got in the car and drove off
193	0	a	Cleveland is a state in America Ohio is a state in America
194	0	a	I broiled a gluten-free cake. I baked a gluten-free cake.
195	0	a	He plays tennis with a basketball ball He plays tennis with a tennis ball
196	1	a	There were a lot of people pulling a huge ten ton block. There was one person pulling a massive ten ton block.
197	0	a	a computer a day keeps doctors away an apple a day keeps doctor away
198	0	a	She put a shirt on her foot. She put the shoe on her foot.
199	1	a	Rain fell from the sky Whales rain from the sky.
200	0	a	A child can breath fire. A child can close a door.
201	0	a	There was a zebra hunting a lion. There was a lion hunting a zebra.
202	1	a	The dog chased the cat. The dog chased the bed.
203	0	a	Scales are used for measuring distances between things A ruler is used for measuring distance between things
204	1	a	A football is likely to be kicked by a footballer. A footballer would never kick a football.
205	0	a	He went on holiday to Chicken He went on holiday to Turkey
206	0	a	When it is dark at home, you can turn on the heaters When it is dark at home, you can turn on the light
207	1	a	A recipe is great way to cook a gourmet meal and avoid minor mistakes in the kitchen. Cooking gourmet meals is the number one way to make mistakes such as kitchen fires.
208	0	a	He drinks beer in a dog He drinks beer in a mug
209	0	a	The family came back from the moon The family came back from the movies
210	1	a	Sugar is sweet for humans Sugar is bad for humans
211	1	a	It rains often in London It rains often in Sahara
212	0	a	The man had an automobile for dinner The man had a pizza for dinner
213	1	a	She washed her hair with shampoo she washed her hair with milk
214	1	a	taking a walk in the park can be good for your health taking a dump in the park can be good for your health
215	1	a	Something you find at a water cooler is co-workers Something you find at a water cooler is a living dinosaur
216	1	a	She jumped into the water of a pool. She jumped into the water of a glass.
217	1	a	She lives in a home. She lives in a snow globe.
218	1	a	John plays the piano. John plays the milk.
219	0	a	You cannot hydrate yourself by drinking water. People drink water to hydrate themselves.
220	1	a	I take my medicine My medicine take me
221	1	a	He drew water from the bottle. He pulled a fan from the bottle.
222	1	a	Tomorrow is Friday. Tomorrow is a water bottle.
223	0	a	He cooks a bed in the pan. He cooked milk in the pan.
224	0	a	Dirty dishes cannot be cleaned in a dishwasher. Dirty dishes can be cleaned in a dishwater.
225	1	a	He put a cat into the cabinet. He put a shark into the cabinet.
226	1	a	The girl likes to eat sweets. The girl likes to eat plastic.
227	0	a	The cat barked at the mailman. The dog barked at the mailman.
228	1	a	If you drink a lot in the pub you will become drunk If before you go to the pub and you drink a lot, then afterwards you are drunk
229	0	a	The woman played television The woman played football
230	0	a	The eagle flies deep in the ocean The eagle flew high in the sky
231	1	a	She went to the park on Sunday She went to the moon on Sunday
232	0	a	200 is one hundred 100 is one hundred
233	1	a	She ran on the track. She ran into the closet.
234	1	a	he drank apple juice he drank paper
235	1	a	The girl was sleeping on a couch The girl was sleeping on a spoon
236	0	a	I typed something on the floor I typed something on the keyboard
237	1	a	The plane flew to Belize The plane swam to Belize
238	1	a	He visited a dentist to check his tooth pain he visited a mechanic to check his tooth pain
239	0	a	The dog goes flying three times a day. The dog goes for a walk three times a day.
240	1	a	You need to buy a ticket to enter a cinema You need your passport to enter a cinema
241	0	a	He didn't want to leave from inside his mailbox. He didn't want to leave from inside his house.
242	0	a	He unlocked the door with a shoe. He unlocked the door with a key.
243	0	a	He took his dog to the hairdresser for a health check-up. He took his dog to the veterinarian for a health check-up.
244	1	a	One of the things you do when you wake up is brushing your teeth One of the things you do when you wake up is saying good night
245	1	a	The Children were happy seeing the clown The children were happy seeing the monster
246	1	a	He carved the ham with a knife. He carved the ham with a spoon.
247	1	a	He took his dog to the veterinary to take his vaccines He took his dog to the gym to take his vaccines
248	1	a	In the morning when I wake up, I eat breakfast. In the morning when I wake up, I eat dinner.
249	0	a	Potatos is the plural of potato Potatoes is the plural of potato
250	1	a	I found a notepad on a table. I found a soap on a table.
251	1	a	Something you might do while driving your car is slam on the brakes Something you might do while driving your car is fly a plane
252	0	a	People went to restaurant to pray People went to church to pray
253	1	a	He called the police to complain about the robber He called the banker to complain about the robbery
254	0	a	Curtains let more light into the room. Curtains stop light from entering the room.
255	0	a	He sent a text message in lunch box He sent a text message in mobile
256	1	a	An armchair is where people sit and relax An stove is where people sit and relax
257	1	a	He was sentenced to death in a trial. The defendant sentenced the jury to death.
258	0	a	He drinks petrol every morning He drinks tea every morning
259	1	a	James read the last page of the book, and put it back on the book shelf. James read the last page of the book and proceeded to eat it.
260	0	a	She drove her car around the supermarket to collect groceries She pushed her trolley around the supermarket to collect groceries
261	1	a	You can see pictures in a museum You can buy pictures in a museum
262	0	a	He packed his clothes in a pen He packed his clothes in a bag
263	1	a	She put her shoes on her feet She put her shirt on her feet
264	0	a	He bought plate to cook food He bought chicken to cook food
265	0	a	I want to play football on my guitar I want to play football on my xbox
266	1	a	The student copied his professors notes. The student called his professors notes.
267	0	a	Mobiles are used to cleaning Mobiles are easy to carry
268	1	a	A bed is used for sleeping A bed is used for watching television
269	1	a	My friend drank juice in a glass. My friend drank sand in a glass.
270	1	a	She put a pie in the oven. She put a pie in the bathtub.
271	0	a	She was eating shoe She was eating chocolate
272	0	a	She got into the bathtub to sleep. She got into bed to sleep.
273	1	a	She put a pizza in the oven. She put a gorilla in the oven.
274	1	a	Umbrella is used during a rainy day. Sunscreen is used during a rainy day.
275	1	a	we can cook food in the kitchen we can have a shower in the kitchen
276	1	a	Food baked longer than recommended can burn Food refrigerated longer than recommended can burn
277	1	a	Jim drove to the mall The mall drove to Jim
278	1	a	She heated up the water to make tea. She heated up the water to make icecream.
279	1	a	A sword is a weapon A teddy is a weapon
280	0	a	A planet has a square shape A planet has a sphere shape
281	1	a	He put frozen turkey in the freezer. He put a cat in the freezer.
282	1	a	Grass is green Grass is orange
283	1	a	Most plants have green leaves. Plant can have buffalo for dinner.
284	1	a	The doctor gave vaccine through injection The doctor gave vaccine through stethoscope
285	0	a	My house is homosexual. My house is white.
286	0	a	You can buy cigarettes in bottles You can buy beer in bottles
287	1	a	Eating lot of food makes you fat Eating lot of food makes you tall
288	1	a	Adjectives are a part of speech Adjectives are a part of pizza
289	0	a	It rains occasionally which is horrible for the trees and grass. It rains occasionally which is good for the trees and grass.
290	0	a	If she is dead she will buy a new house. If she is dead she won't be buying anything any more.
291	1	a	The dog jumped over a log. The log jumped over a dog.
292	0	a	She worked out the question on the calculator She worked out the answer on the calculator
293	0	a	She hung an elevator on the wall. She hung a picture frame on the wall.
294	1	a	Anxiety disorders affect around 10% of people at any one time. 10% of disordered people are anxious about anything all the time.
295	1	a	Boats sail on the water. Boats sail on the sand.
296	0	a	Burglars are good people Doctors are good people
297	1	a	I wore a black tie to the funeral I wore a rainbow bowtie to the funeral
298	0	a	The Students Scolded the Teacher The Teacher Scolded the Students
299	0	a	They switched on the stove to watch their favourite programme They switched on the television to watch their favourite programme
300	0	a	he kept ice cream in oven he kept ice cream in the freezer
301	1	a	She was frying the nuts in hot pan She was frying the nuts in freezer
302	0	a	Learning a language is easy Learning how to cycle is easy
303	1	a	Michelle put a TV in the back of her car. Michelle put a couch in the back of her car
304	1	a	you will find a rock in a mountain you will find a shark in a mountain
305	0	a	The ferry crossed the river on the car. The car crossed the river on the ferry.
306	1	a	The rain made my t-shirt wet. The sun made my t-shirt wet.
307	0	a	she was swimming in hot oil. she was swimming in hot  water.
308	0	a	Bella loves to dance in a ballroom in her pink car. Bella loves to dance in a ballroom in her pink dress
309	0	a	Eggs are usually used as cricket ball Eggs usually used to eat
310	1	a	One thing you will see at a Tyre change shop is a compressor One thing you will see at a Tyre change shop is a juice maker
311	0	a	Umbrellas are good means of communication Mobile phones are good means of communication
312	1	a	Winter coats are helpful in cold temperatures. Winter coats are helpful in summer.
313	1	a	He ate an apple He ate a mobile phone
314	0	a	Pencils contain a chocolate core Pencils contain a graphite core
315	1	a	he cut the cheese with knife he cut the cheese with axe
316	1	a	He took his family to restaurant for dinner He took his family to restaurant for movie
317	1	a	Players play soccer with sports shoes Players play soccer with mountain shoes
318	0	a	His reflection was invisible in the mirror. His reflection was visible in the mirror
319	1	a	He was eating hotdogs He was eating spoon
320	0	a	I fed my teddy bear. I fed my dog.
321	0	a	I will play the table in class tomorrow in front of students I will play the guitar in class tomorrow in front of students
322	1	a	A lathe is used to shape material. A lathe is only for making table legs.
323	0	a	Water is a drink with brown colour Coffee is a drink with brown colour
324	1	a	People use computer to make money. Computer use people to make money.
325	0	a	A policeman carries a sword. A policeman carries a gun.
326	1	a	People can row boats. Boats can row people.
327	0	a	bridges are built to attract tourists bridges are built to cross rivers
328	0	a	He puts nails on his sandwich He puts ham on his sandwich.
329	1	a	Something you find in a living room is a chair Something you find in a living room is a cheetah
330	0	a	A fox is a bird A fox is an animal
331	1	a	He puts the lotion in the basket He rubs the lotion on the basket
332	1	a	You are likely to meet a car accident on the road You are likely to meet a car accident inside home
333	0	a	No person would want to live with a cat No person would want to live with rats
334	0	a	He read a wardrobe in rhe table He read a book in the table
335	0	a	A small rat chases a grey cat away A grey cat chases a small rat away
336	1	a	She went to the hospital to have a surgery. She went to the clothing store to have a surgery.
337	1	a	The keyboard makes a clicking sound when it is typed on. The keyboard makes a splashing sound when it is typed on.
338	0	a	Chalk is a common food item at birthday parties. Cake is a common food item at birthday parties.
339	0	a	A fan is a baby kangaroo A joey is a baby kangaroo
340	0	a	He drove his car down the river. He drove his car down the street.
341	0	a	Cars have got ten wheels Cars have got four wheels
342	1	a	He clicked the computer screen with mouse he clicked the computer screen with dog
343	0	a	She will give birth after 2 months of pregnancy She will give birth after 9 months of pregnancy
344	1	a	A passport is necessary to travel from one country to another. A passport is necessary to travel from one restaurant to another.
345	1	a	Jonathan smells bad when organic litter is near Jonathan smells good when organic litter is near
346	0	a	A spaceship is a way to get from one side of a water way to another. A tunnel is a way to get from one side of a water way to another.
347	0	a	he bought a gift for his friend's funeral He bought a gift for his friend wedding
348	0	a	she applied toothpaste on her face in summer She applied sunscreen on her face in summer
349	0	a	Seven quarters is equal to one whole. Four quarters is equal to one whole.
350	0	a	Phones grow on trees Apples grow on trees
351	0	a	Permanent marker can be erased more easily than crayon Pencil can be erased more easily than crayon
352	0	a	It is likely that she will get into university with her fail in the qualifying exam It is likely that she will get into university with her pass in the qualifying exam
353	0	a	He called his wife on her pen He called his wife on her mobile
354	0	a	She put a train in the car. She put a dog in the car.
355	0	a	The steel plank was floating on the lake The wood plank was floating on the lake
356	0	a	He stored rice in a pen drive He stored music files in a pen drive
357	1	a	A basil plant needs sun, water and soil in order to flourish. An infant needs sun, water and soil in order to flourish.
358	0	a	I ride a leopard to work every day I drive a car to work every day
359	1	a	You can use a pool to swim You can use a pool to place an elephant
360	0	a	He drove the truck from continent to continent. The truck drove on the highway.
361	1	a	I walked on land I walked on water
362	0	a	There are four mountains around the table There are four stools around the table
363	0	a	The ant rode the bike. The girl rode the bike.
364	1	a	He checked time on his watch He checked time on his shoe
365	0	a	The criminal was sentenced to 2 years in library. The criminal was sentenced to 2 years in prison.
366	1	a	He was swimming in a swimming pool He was swimming in a ground
367	1	a	Bill has got two friends in Belgic Bill has got two islands in Belgic
368	0	a	The unicorn went down the hole. The rabbit went down the hole.
369	0	a	My Dog eats wood for dinner. My Dog eats chicken preparation for dinner.
370	0	a	Eating a lot of sand can cause obesity Eating a lot of sugary foods can cause obesity
371	0	a	He waved hands at his bike He waved hands at his friends
372	0	a	john parked his car in the bathroom John parked his car in the garage
373	0	a	He was eating a book He was reading a book
374	0	a	A person must eat more meat to have a longer life A person must exercise more to have a longer life
375	0	a	He liked the food made by the dog He liked the food made by the chef
376	0	a	He got into the bathtub to sleep. He got into the bed to sleep.
377	0	a	Beef stew should be cooked at 3,250 degrees for 36 hours Beef stew should be cooked at 325 degrees for 3 hours
378	1	a	She eat a lot of food. Food eat her a lot.
379	1	a	You can find windows on a building You will always find windows on a building
380	0	a	It is desirable to put children's in jail at the age of six It is desirable to put children's in school at the age of six
381	0	a	Work is going to make money. Going to work is for making money.
382	0	a	the student uses a wand to take the test The student uses a pencil to take a test
383	0	a	A purse is a fashionable way to carry around roller blades. A purse is a fashionable way to carry around essential items.
384	1	a	A kite is flying in the air. A kite is crying in the air.
385	1	a	He went to saloon to do a hair cut He went to theater to do a hair cut
386	1	a	When driving, it's important to keep both hands on the steering wheel. When driving, it's important to keep both feet on the steering wheel.
387	0	a	He took his animal to a painter for treatment He took his animal to a vet for treatment
388	1	a	Some dogs bite men All men bite dogs
389	1	a	The cops arrested the Thief The Thief arrested the cops
390	1	a	Mom put baby into the stroller to walk to the park Mom put the baby down the water slide to walk to the park
391	0	a	The school went to her She went to school
392	0	a	He drives a steamship at his job in the stadium. He drives a steamship at his job.
393	1	a	he was eating cake he was eating grass
394	0	a	You would eat a horse because you are hungry You would eat lunch because you are hungry
395	1	a	He travelled to Europe by plane. He travelled to Europe by bird.
396	1	a	The man threw the garbage into the dumpster The man threw the garbage into his mouth
397	0	a	After throwing a ball upwards, it will keep going up After throwing a ball upwards, it will come down again
398	0	a	Some dogs jump from one branch to another on a tree Some monkeys jump from one branch to another on a tree
399	0	a	The babies have careers. The adults have careers.
400	1	a	people usually eat soup with spoons people usually eat soups with knives
401	0	a	He unlocked the wall He unlocked the door
402	0	a	She cooked rice in the bathtub. She cooked rice in the pan.
403	1	a	He gave her a necklace for her birthday. He gave her a rock for her birthday.
404	0	a	He replaced the bulb in the lamp with a salmon He replaced the bulb in the lamp with a new LED bulb
405	1	a	Edward installed solar panels on the roof He put a nuclear plant on the roof
406	1	a	Four plus six equals ten Ten plus six equals ten
407	0	a	I ate a bike wheel I ate a biscuit
408	0	a	Home auto cleans itself. You clean home everyday.
409	0	a	The sailboat flew high into the sky. The airplane flew high into the sky.
410	1	a	She walked into the house She walked over the house
411	1	a	A paperclip clips paper together. A paperclip cuts paper into pieces.
412	1	a	Music makes humans feel alright. Music feel alright with humans.
413	1	a	I wear clothes everyday. Clothes wear me everyday.
414	1	a	The students went to the teacher to get the assignment corrected The students went to the plumber to get the assignment corrected
415	1	a	He was watching his favorite show in television He was watching his favorite show in oven
416	1	a	The dog barked at the horse The horse barked at the dog
417	1	a	She used a telephone to call her mother She used a banana to call her mother
418	1	a	He caught a fish with a fishing rod He caught a fishing rod with a fish
419	0	a	Girls have three boobs Girls have two boobs
420	1	a	The chef cooked food on stove The chef cooked food on speaker
421	0	a	He was playing a shoe He was playing a chess game
422	1	a	The doctor checked the temperature with thermometer The doctor checked the temperature with stethoscope
423	0	a	They were catching fish in the cooker They were catching fish in the lake
424	0	a	Students teach teachers Teachers teach students
425	0	a	He was drinking cake to quench his thirst He was drinking water to quench his thirst
426	1	a	He was washing his car with water He was washing his car with sandpaper
427	0	a	He was doing exercise in fridge He was doing exercise in gym
428	1	a	Protecting your own interests is a matter of survival. Protecting irrelevant matters is a matter of survival.
429	0	a	He sent an email from his fridge He sent an email from his computer
430	1	a	John likes to have ice cream after dinner. John likes to have arsenic after dinner.
431	1	a	He saw a spider web He saw a lion web
432	1	a	The man hit a home run. The man hit a football for a home run.
433	0	a	She ate dirt for breakfast. She ate fruit for breakfast.
434	1	a	At night moonlight show their path At night sunlight show their path
435	1	a	The weather is so cold that it began to snow. The weather is so hot that it began to snow.
436	1	a	She sewed an outfit on the sewing machine. She sewed a door on the sewing machine. A door is too
437	1	a	water is essential for health water is unwanted thing to body
438	1	a	A sailboat is docked at the pier. An antelope is docked at the pier.
439	1	a	a dog wags its tail when they are excited a dog wags its tail to call its mom.
440	0	a	She was wearing spoon for bad eyes She was wearing glasses for bad eyes
441	1	a	The driver started the car engine with the key The driver started the car engine with pen
442	0	a	12345 are the first letters of a standard English keyboard QWERTY are the first 6 letters of a standard English keyboard
443	0	a	Bears eat benches Bears eat honey
444	0	a	I let the tiger drive my car. I let the clown drive my car.
445	1	a	He was playing cards game with his friends He was playing cards game with his bike
446	0	a	The terrorist arrested the military. The military arrested the terrorists.
447	1	a	A doctor examines your body A doctor examines fruit
448	0	a	He poured a tall glass of mud. He poured a tall glass of water.
449	0	a	His neighbor has donated his Sweat His neighbor has Donated his eyes
450	0	a	The  mat sat on the cat. The cat sat on the mat.
451	0	a	he put the books in the wine cellar he put the books in the bookshelf
452	1	a	He put the chair in the room He put the chair on the room
453	1	a	I like to eat a bowl of popcorn during movie time I like to eat a bowl of pebbles during movie time
454	0	a	he wrote with a car he wrote with a pen
455	1	a	He wore a sleeveless shirt He wore a spoon
456	0	a	The baby played with fire. The baby played with blocks.
457	1	a	The universe is endless. The universe is limited like a box.
458	1	a	He likes to wear shirt He likes to wear blouse
459	1	a	A generator generates electricity A refrigerator generates electricity
460	1	a	The people are shouting The people are quietly shouting
461	1	a	A farmers market is a good place to find fresh produce. A pillow factory is a great place to find fresh produce.
462	1	a	a movie is meant simply to be viewed a game is meant simply to be viewed
463	1	a	He covered the bed with a bedspread He used a handkerchief to cover the bed
464	1	a	Printers print in white paper Printers print in black paper
465	0	a	ships are used to teleportation of materials and peoples ships are used to transportation of materials and peoples
466	0	a	People who catch criminals for living are called fishermen People who catch fish for living are called fishermen
467	1	a	We need to breath Oxygen to live We need to breath Twinkies to live
